Class,Order,Family,Genus_Species,Total,Infected,Pool Size,Bacterium
insecta,coleoptera,Curculionidae,Enoploplactus_sulfureovitattus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Eugnathus_alterans,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Eurymetopus_fallax,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Eurymetopus_globosus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Eusomus_ovulum,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Foucartia_liturata,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Hydronomidius_molitor,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Larinus_cynarae,17,0,1,Cardinium
insecta,coleoptera,Curculionidae,Larinus_cynarae,17,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Larinus_cynarae,17,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Larinus_scolymi,12,0,1,Cardinium
insecta,coleoptera,Curculionidae,Larinus_scolymi,12,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Larinus_scolymi,12,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Liparus_glabrirostris,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,27,27,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Lissorhoptrus_oryzophilus,2,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Mimographus_ocellatus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Myllocerus_discolor,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_ambiguus,3,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_cervinus,20,20,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_cinereidorsum,5,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_condecoratus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_cyphoides,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_dissimilis,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_dissimulator,5,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_leucoloma,3,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_minor,3,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_peregrinus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_purpureoviolaceus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_tremolerasi,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_tucumanensis,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_verecundus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_versatilis,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Naupactus_xanthographus,3,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Neoglanis_or_Donus_comatus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Neoglanis_or_Donus_ovalis,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Oryzophilus_surinamensis,1,0,1,Cardinium
insecta,coleoptera,Curculionidae,Oryzophilus_surinamensis,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Otiorhynchus_coecus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Otiorhynchus_lepidopterus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Otiorhynchus_scaber,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Otiorhynchus_singularis,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Pachyschelus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Pantomorus_auripes,3,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Pantomorus_cinerosus,2,2,1,Wolbachia
insecta,coleoptera,Curculionidae,Pantomorus_viridisquamosus,2,2,1,Wolbachia
insecta,coleoptera,Curculionidae,Paophilus_aflatus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Parafoucartia_squamulata,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Peridinetus_subirroratus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Phelypera_distigma,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Phrixopogon_hausti,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Phyllobius_argentatus,17,0,1,Cardinium
insecta,coleoptera,Curculionidae,Phyllobius_argentatus,17,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Phyllobius_argentatus,17,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Phyllobius_pyri,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,18,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,10,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,21,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,11,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,13,10,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,13,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,10,10,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,16,13,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,3,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,13,9,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,18,13,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,21,13,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,14,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,20,13,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,13,13,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,22,14,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,14,12,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,15,12,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,17,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,20,16,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,22,17,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,4,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,8,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,30,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,15,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,13,9,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,21,17,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,20,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,16,15,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,10,9,1,Wolbachia
insecta,coleoptera,Curculionidae,Pityogenes_chalcographus,5,3,1,Wolbachia
insecta,coleoptera,Curculionidae,Polydrusus_formosus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Polydrusus_inustus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Polydrusus_mollis,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Polydrusus_pilosus,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Pseudopthalmus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Rhinostomus_barbirostris,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Rhynchophorus_palmarum,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sciaphilus_asperatus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sciaphobus_rubi,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_granarius,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_oryzae,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_oryzae,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_oryzae,1,0,1,Cardinium
insecta,coleoptera,Curculionidae,Sitophilus_oryzae,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_zeamais,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_zeamais,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Sitophilus_zeamais,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Stegotes_sp.,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Strophosoma_capitatum,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Strophosoma_faber,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Strophosoma_melanogrammum,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,1,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Unid_sp,1,1,1,Wolbachia
insecta,coleoptera,Curculionidae,Xestolabus_corvinus,1,0,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,11,11,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,10,10,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,8,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,8,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,6,6,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,7,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,9,9,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,7,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,8,8,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,10,10,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,10,10,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,7,7,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,9,9,1,Wolbachia
insecta,coleoptera,Curculionidae,Xylosandrus_germanus,10,10,1,Wolbachia
insecta,coleoptera,Dermestidae,Anthrenus_sp.,1,0,1,Cardinium
insecta,coleoptera,Dermestidae,Anthrenus_sp.,1,0,1,Cardinium
insecta,coleoptera,Dermestidae,Anthrenus_sp.,1,1,1,Wolbachia
insecta,coleoptera,Dermestidae,Anthrenus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Anthrenus_verbasci,1,1,1,Wolbachia
insecta,coleoptera,Dermestidae,Anthrenus_verbasci,1,1,1,Wolbachia
insecta,coleoptera,Dermestidae,Dermestes_lardarius,1,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Dermestes_sp.,20,0,1,Cardinium
insecta,coleoptera,Dermestidae,Dermestes_sp.,20,0,1,Rickettsia
insecta,coleoptera,Dermestidae,Dermestes_sp.,20,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Dermestes_sp.,1,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Trogoderma_granarium,1,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Trogoderma_granarium,1,0,1,Cardinium
insecta,coleoptera,Dermestidae,Trogoderma_granarium,1,0,1,Wolbachia
insecta,coleoptera,Dermestidae,Unid_sp,1,0,1,Cardinium
insecta,coleoptera,Dermestidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Dytiscidae,Deronectes_aubei,71,28,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_aubei,3,0,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_delarouzei,5,2,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_latus,7,0,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_moestus,2,0,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_platynotus,45,45,1,Rickettsia
insecta,coleoptera,Dytiscidae,Deronectes_semirufus,3,1,1,Rickettsia
insecta,coleoptera,Dytiscidae,Guignotus_pusillus,12,0,1,Cardinium
insecta,coleoptera,Dytiscidae,Guignotus_pusillus,12,0,1,Rickettsia
insecta,coleoptera,Dytiscidae,Guignotus_pusillus,12,12,1,Wolbachia
insecta,coleoptera,Dytiscidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Dytiscidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Aeoloderma_brachmana,2,0,1,Wolbachia
insecta,coleoptera,Elateridae,Semiotus_insignis,1,0,1,Wolbachia
insecta,coleoptera,Elateridae,Semiotus_liqneus,1,0,1,Wolbachia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,1,1,Rickettsia
insecta,coleoptera,Elateridae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Endomychidae,Stenotarsus_rotundus,2,0,1,Wolbachia
insecta,coleoptera,Endomychidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Erotylidae,Cypherotylus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Erotylidae,Megalodacne_sp.,1,0,1,Wolbachia
insecta,coleoptera,Erotylidae,Pselaphacus_conspersus,2,0,1,Wolbachia
insecta,coleoptera,Erotylidae,Pselaphacus_vitticollis,1,0,1,Wolbachia
insecta,coleoptera,Erotylidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Erotylidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Geotrupidae,Bolbocerastes_regalis,1,0,1,Cardinium
insecta,coleoptera,Geotrupidae,Bolbocerastes_regalis,1,0,1,Wolbachia
insecta,coleoptera,Geotrupidae,Geotrupes_splendidus,1,0,1,Cardinium
insecta,coleoptera,Geotrupidae,Geotrupes_splendidus,1,0,1,Wolbachia
insecta,coleoptera,Geotrupidae,Geotrupes_stercorarius,3,0,1,Cardinium
insecta,coleoptera,Geotrupidae,Geotrupes_stercorarius,3,0,1,Rickettsia
insecta,coleoptera,Geotrupidae,Geotrupes_stercorarius,3,0,1,Wolbachia
insecta,coleoptera,Glaresidae,Glaresis_ecostata,1,0,1,Cardinium
insecta,coleoptera,Glaresidae,Glaresis_ecostata,1,0,1,Wolbachia
insecta,coleoptera,Haliplidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Heteroceridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hybosoridae,Germarostes_globosus,1,0,1,Cardinium
insecta,coleoptera,Hybosoridae,Germarostes_globosus,1,0,1,Wolbachia
insecta,coleoptera,Hybosoridae,Hybosorus_illigeri,1,0,1,Cardinium
insecta,coleoptera,Hybosoridae,Hybosorus_illigeri,1,0,1,Wolbachia
insecta,coleoptera,Hydrophilidae,Berosus_sp.,8,0,1,Wolbachia
insecta,coleoptera,Hydrophilidae,Hydrophilus_acuminatus,7,0,1,Wolbachia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Hydrophilidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lampyridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lampyridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lampyridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lampyridae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lucanidae,Lucanus_elephas,1,0,1,Cardinium
insecta,coleoptera,Lucanidae,Lucanus_elephas,1,0,1,Wolbachia
insecta,coleoptera,Lycidae,Calypteron_reticulatum,1,0,1,Wolbachia
insecta,coleoptera,Lycidae,Calypteron_terminale,1,0,1,Wolbachia
insecta,coleoptera,Lycidae,Lycostomus_lateritius,1,0,1,Wolbachia
insecta,coleoptera,Lycidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Lycidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Meloidae,Epicauta_cinerea,1,1,1,Wolbachia
insecta,coleoptera,Meloidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Meloidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Meloidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Meloidae,Unid_sp,1,1,1,Rickettsia
insecta,coleoptera,Melyridae,Allonyx_sp.,1,0,1,Cardinium
insecta,coleoptera,Melyridae,Allonyx_sp.,1,0,1,Wolbachia
insecta,coleoptera,Melyridae,Apalochrus_rufofasciatus,2,0,1,Wolbachia
insecta,coleoptera,Melyridae,Listrus_sp.,1,0,1,Cardinium
insecta,coleoptera,Melyridae,Listrus_sp.,1,0,1,Cardinium
insecta,coleoptera,Melyridae,Listrus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Melyridae,Listrus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Melyridae,Zigia_versicolor,1,0,1,Cardinium
insecta,coleoptera,Melyridae,Zigia_versicolor,1,0,1,Wolbachia
insecta,coleoptera,Mordellidae,Mordellistena_sp.,12,0,1,Cardinium
insecta,coleoptera,Mordellidae,Mordellistena_sp.,12,1,1,Rickettsia
insecta,coleoptera,Mordellidae,Mordellistena_sp.,12,0,1,Wolbachia
insecta,coleoptera,Mordellidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Mordellidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Mordellidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Nitidulidae,Carpophilus_pilosellus,1,0,1,Wolbachia
insecta,coleoptera,Nitidulidae,Carpophilus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Nitidulidae,Haptoncus_sp.,10,0,1,Wolbachia
insecta,coleoptera,Nitidulidae,Lobiopa_sp.,1,0,1,Wolbachia
insecta,coleoptera,Nitidulidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Ochodaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Oedemeridae,Oncocerna_sp.,20,0,1,Cardinium
insecta,coleoptera,Oedemeridae,Oncocerna_sp.,20,0,1,Rickettsia
insecta,coleoptera,Oedemeridae,Oncocerna_sp.,20,0,1,Wolbachia
insecta,coleoptera,Passalidae,Passalus_punctiger,1,0,1,Wolbachia
insecta,coleoptera,Passalidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Pleocomidae,Pleocoma_dubitalis,1,0,1,Cardinium
insecta,coleoptera,Pleocomidae,Pleocoma_dubitalis,1,0,1,Wolbachia
insecta,coleoptera,Ptinidae,Lasioderma_serricorne,1,1,1,Wolbachia
insecta,coleoptera,Ptinidae,Lasioderma_serricorne,1,0,1,Cardinium
insecta,coleoptera,Ptinidae,Lasioderma_serricorne,1,0,1,Wolbachia
insecta,coleoptera,Ptinidae,Stegobium_paniceum,1,1,1,Wolbachia
insecta,coleoptera,Ptinidae,Unid_sp,1,0,1,Cardinium
insecta,coleoptera,Ptinidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Acoma_glabrata,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Acoma_glabrata,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Adoretus_sp.,4,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Anomala_humeralis,3,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Anomala_marginata,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Anomala_marginata,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Canthidium_auritex,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Canthidium_haroldi,2,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Canthon_angustatus,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Canthon_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,12,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,3,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,12,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,3,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,12,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Cetonia_aurata,3,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Cyclocephala_corbonarius,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Cyclocephala_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Cyclocephala_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Diplotaxis_sp.,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Diplotaxis_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Diplotaxis_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Ligyrus_ruginasus,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Ligyrus_ruginasus,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Onthophagus_acuminatus,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Onthophagus_vaulongeri,6,1,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Oxythyrea_noemi,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Oxythyrea_noemi,1,1,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Parathyce_palpalis,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Parathyce_palpalis,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Phyllophaga_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Popillia_japonica,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Popillia_japonica,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Scarabaeus_sp.,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Scarabaeus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Serica_sp.,1,0,1,Cardinium
insecta,coleoptera,Scarabaeidae,Serica_sp.,1,0,1,Wolbachia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scarabaeidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Scraptiidae,Anaspis_frontalis,12,0,1,Cardinium
insecta,coleoptera,Scraptiidae,Anaspis_frontalis,12,0,1,Rickettsia
insecta,coleoptera,Scraptiidae,Anaspis_frontalis,12,0,1,Wolbachia
insecta,coleoptera,Silphidae,Nicrophorus_sp.,1,0,1,Cardinium
insecta,coleoptera,Silphidae,Nicrophorus_sp.,1,0,1,Wolbachia
insecta,coleoptera,Silvanidae,Oryzaephilus_surinamensis,1,1,1,Wolbachia
insecta,coleoptera,Silvanidae,Oryzaephilus_surinamensis,1,1,1,Wolbachia
insecta,coleoptera,Staphylinidae,Paederus_fuscipes,17,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Paederus_fuscipes,7,1,1,Wolbachia
insecta,coleoptera,Staphylinidae,Paederus_sp.,4,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Paederus_tamulus,2,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Unid_sp,2,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Cardinium
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Cardinium
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Wolbachia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
insecta,coleoptera,Staphylinidae,Unid_sp,1,0,1,Rickettsia
